location,count
Winona County,6
Saarbrücken,6
נצאהוואלקויטל,6
تسوبا,6
Jebel Khalid,6
קורוקיי הויוק,6
רנקורן,6
אנוגו,6
Dvůr Králové,6
Merion,6
Komarow,6
נוישטדטגודנס,6
עמק נהר האמצינאק,6
ברדהמן (מחוז),6
Omo River (Ethiopia and Kenya),6
Ohio River Watershed,6
Bengazi,6
אוברווזל,6
Kesterson National Wildlife Refuge,6
منطقة قناة السويس,6
Aru Islands,6
Jennings County,6
منطقة حتسور,6
חורז'וב (מחוז שלזיה),6
אביות',6
Aurès Mountains,6
ליניארס (גוארדה),6
الأنبار (محافظة),6
Amatzinac River Valley,6
האגם המערבי,6
Limpopo River Valley,6
Najran,6
דומינגז (אנטרה ריוס),6
המפטון,6
Shanidar Cave,6
קאיין,6
איפאליק אטול,6
Port Elgin,6
ליסלה (איקווטור),6
קלינינגרד (מחוז קלנינגרד),6
ווסטרווולדה,6
ביישהיר,6
ניאפוליס,6
Baqʻah Valley,6
מונטלופו פיורנטינו,6
באדאחשאן,6
Nir Yits'hak,6
אתר אטיול,6
Hudson Highlands,6
אזור סן דייגו,6
Kythraia (Cyprus),6
Dabrowa Bialostocka,6
Arzamas,6
Neva River,6
אורורו (מחוז),6
Rubicon River,6
Danube River Watershed,6
Giyimli Site,6
בלגר,6
גלדרן,6
Van Region,6
שומוג' (מחוז),6
Goose Creek,6
בוסוגה (מחוז),6
באן אמפאוון,6
"Geneva, Lake, Region (Switzerland and France)",6
Ferentium (Extinct city),6
איברי,6
Neapolis,6
Taconic Range,6
חרבצקו זגוריה,6
אזור טיזאזוג,6
בלק מאונטן,6
קונווי,6
סאטו מארה (מחוז),6
Kintyre,6
מרטינסוויל,6
מחוז גוב-אלטאי,6
Schopfloch (Freudenstadt),6
Galway (County),6
עמק נהר אורנג',6
Gyor-Moson Megye,6
Westerwolde,6
"וושינגטון (מדינה), מזרח",6
Keren Mountain,6
אמטלן (מורלוס),6
עמק נהר ווינלופו,6
"Sokoly (Lomza, Poland)",6
טאק (מחוז),6
קוסנזה (מחוז),6
יעזנה,6
Zemen,6
קרגי,6
Urawa-shi,6
גוג'אם קיפל הגר,6
מישור רקונקבו,6
Hajduboszormeny,6
צפון קרליה,6
סרגוסה (מחוז),6
שפך נהרות סקרמנטו סן חואקין,6
קורסון-בצ'נקיבסקי,6
Vladimir-Volynski,6
קניון מריסווייל,6
Denver Metropolitan Area,6
"רוסיה (טריטוריה תחת צבאות לבנים, 1918-1920)",6
וורל,6
Hudson County,6
פונו (אזור),6
קמורים,6
Waterbury,6
Osmaniye İli,6
אתר אגם ג'ורג',6
מחוז וסטרבוטן,6
אלטה ולמרצ'יה,6
Davao (Province),6
Aluni,6
Kaliningrad (Kaliningradskaia oblast),6
אתר השרקלר,6
Ambato Valley,6
Engadine,6
ʻAfrīn,6
Guantánamo Bay,6
Russell District,6
קוריינטס (מחוז),6
Vaiguva,6
אזור אינה-שי,6
Khirbet 'Anim,6
Tono-shi,6
Beaconsfield,6
Vreden,6
ננטאקט,6
טולה דה איינדה,6
מנדא (אי),6
לוקורוטונדו,6
Bitlis,6
Hector Trudel Site,6
חוז'וב,6
ניו פרובידנס,6
סקסה-מיינינגן,6
Santarem (Para),6
קרונסטד,6
מחוז וינונה,6
סן פרנסיסקו (מחוז),6
הוטסול,6
אזור קרמי,6
Meighen Island,6
נורסונטפה,6
צובה,6
Nemea Site,6
קולק (מחוז ווהלין),6
מחוז יוטה,6
גוזו (אי),6
טפוצוטלאן,6
Rakov,6
Fontana,6
מחוז גילה,6
موقع راس ابن هاني,6
ארכיה אולימפיה,6
Waldeck,6
נחל אשלים,6
Marktredwitz,6
פאריש בוסייר,6
שרבקוק,6
Kirmānshāhān (Province),6
Akerman,6
Dynów,6
אזור קוק קריק,6
מחוז היילנדס מזרחי,6
Kirman,6
גרינווד,6
ביאלה פרודניק,6
קריית ענבים,6
האקארי (מחוז),6
דה-סוור,6
Pistoia (Province),6
הארטלפול,6
דבור קרלובה,6
Zemplen Megye,6
Ascension Parish,6
שבט אומהה של נברסקה,6
פורט פולק,6
Deir Hanna,6
Santa Cruz River (Ariz. and Mexico),6
قضاء جنين,6
נקוגדוצ'ס (מקסיקו),6
Malibu Region,6
Kefar Hasidim,6
סיבטה,6
טורדה,6
Osborne County,6
אאכן (מחוז),6
Kiritimati,6
קודן,6
ארקנסו (טריטוריה),6
אזור תוניס,6
מרקולשטי,6
דבאו (מחוז),6
מרקטרדויטז,6
מחוז בר,6
מחוז בופור,6
נוקוללה,6
"Turkey, Southeastern",6
Bara Banki (District),6
Marneulis Raioni,6
Lavi,6
אוסמנייה עילי,6
Tsugaru Peninsula,6
לה גרואונק,6
ענבר (מחוז),6
Sambade,6
אזור רוטלנד-ברנדון,6
Black Range,6
פאטאן,6
Seacow River Valley,6
Hrvatsko zagorje,6
Corrientes (Province),6
קורטשין,6
Andria,6
Balkan Mountains,6
Wake County,6
Jenin Region,6
סנט-מרסל (אינדר),6
סירג'ילה (עיר קדומה),6
Kyŏnggi-do,6
Balaguer,6
Loess Hills (Iowa and Mo.),6
מהאבאד,6
קולמבאך (מחוז),6
Alta Valmarecchia,6
אימפאל,6
Gazit,6
טוראבה,6
Rethel,6
Gazit Region,6
Lanzarote,6
Punta Arenas,6
Mahoning River Valley (Ohio and Pa.),6
Anahulu River Valley,6
Bełżec,6
בנגז'י,6
צ'יז'יבה,6
Paradise Valley,6
Pimería Alta (Mexico and Ariz.),6
שטאדה (סקסוניה התחתונה),6
Angles-sur-l'Anglin Region,6
Anglesey,6
Harran,6
Jagielnica,6
Canala,6
Zakarpatskaia Oblast,6
Pictured Rocks National Lakeshore,6
"Mazar, Tall al-",6
טסו (מחוז),6
Savyon,6
מחוז טמבוב,6
אתר קלקמול,6
מחוז נוג'יאנג ליסוזו,6
Bukerebe Island,6
אופנבך,6
בקעת אונו,6
אזור ליאון,6
מעלה יוסף,6
Ḥaḍr,6
Wright County,6
Vache Island,6
Bristol Region,6
שרק ביי (אוסטרליה המערבית),6
אלצ'ה,6
Ātishkadah-i Surkh Kutal Site,6
كفار شمرياهو,6
Ixtahuacán,6
קרמסמונסטר,6
Perregaux,6
גוראחפור,6
Hizma Site,6
Cerdana (Spain and France),6
פינרה (עיר קדומה),6
Senegal River,6
הרי גהט המערביים,6
Kastsi︠u︡kovichy (Kastsi︠u︡kovitski raën),6
سيدي الجديدي,6
West Patricia,6
Vladimirskai︠a︡ oblastʹ,6
וולש,6
Danube Bend,6
Zapata County,6
שלוגן,6
ניונגה באלי,6
Shashe River Valley (Botswana and Zimbabwe),6
סמותרקיה,6
Bled,6
Fort Lauderdale,6
Pfungstadt,6
Sarajevo (Canton),6
Carson County,6
Waterloo (County),6
Caracena,6
Bet Kama,6
En Vered,6
Lahav Region,6
Beartooth Mountains (Mont. and Wyo.),6
Ashmi︠a︡ny,6
Foggia (Province),6
Dion (Pieria : Extinct city),6
מונסטיר,6
סטפנוויל,6
פלטרה,6
Koblenz (Regierungsbezirk),6
שליידן (מחוז),6
Murang'a District,6
צ'יא הסיאנג הסיין,6
Nemyriv (Vinnyt︠s︡ʹka oblastʹ),6
بيت زايد,6
Coosa River Valley (Ga. and Ala.),6
Canas (Province),6
ווטברי,6
מחוז ויליאמסון,6
רפאליבקה (מחוז מנייביץ),6
Ven Island,6
Conwy,6
Toledo (Province),6
Upper Volta,6
Mayen,6
תל אל בלמון,6
New Providence Island,6
גרודזיונדז,6
Hammersmith (London),6
אגן היקוות נהר סן חואן (קולורדו-יוטה),6
Ptahya,6
New Iberia,6
Govʹ-Altaĭ Aĭmag,6
Northeim,6
Liangping Xian,6
Beaufort County,6
מחוז פיסקטאטקיס,6
Grafton (Town),6
אדיגיה,6
Senegal River Watershed,6
Ploiesti,6
אזור ריו גרנדה,6
Castillejos Site,6
Segou (Region),6
Bihar and Orissa,6
Cape Cod Bay,6
Navahand,6
Nacogdoches (Department),6
בילה צרקווה,6
גרנד בנקס של ניופאונדלנד,6
מילהאוזן,6
Cayo District,6
הרי טרה קוטה,6
פנאנג,6
רמת פנקס,6
Hanni'el,6
בניאס (עיר קדומה),6
אזור אסטורגה,6
מוהאץ',6
מחוז קמפבל,6
Kaouar,6
פארק לאומי מוצ'ימה,6
Hueyapan (Morelos),6
פורט מקמרי,6
Tsemah,6
Toutle River Watershed,6
אזור צ'סקי טסין,6
Green River Valley,6
Lacandona Forest,6
"Ararat, Mount",6
דבובה,6
Samarqand viloi︠a︡ti,6
Nusa Tenggara Barat,6
Grand Island (Island),6
Belvidere Mountain Region,6
Chevelon Canyon,6
Washington,6
منطقة إيلون,6
אזור פרמקטוי,6
אזור תעלת סואץ,6
מחוז אמבו,6
Capileira,6
עמק נהר לימפופו,6
Rymanow,6
ראס אל חיימה (אמירות),6
Tulkarem Region,6
פארק הלאומי צוק וילסון (ויקטוריה),6
Ban Amphawan,6
Turaba,6
קוראפוט (מחוז),6
Malinau,6
Sanniki,6
Kapisa (Extinct city),6
Ḳiryat Bialiḳ,6
Kuty,6
Ogden,6
המפטון רודס (אזור),6
Holderness,6
Brzostek (Tarnow),6
Ruzhany,6
ברוקפילד,6
Guraba,6
Sources de la Seine Site,6
Salt Lake County,6
Condroz,6
פארק לאומי ושמורה ראנגל סנט אליאס,6
עמק נהר מוקאחאי,6
קרקוש,6
جبل أبوا ثواب,6
לוריום,6
Taro River,6
Bali Nyonga,6
Zevulun Valley,6
Runcorn,6
"Ehrenstein (Gemeinde Blaustein, Alb-Donau-Kreis)",6
אמנת וינה על דיני האמנות בין מדינות וארגונים בינלאומיים או בין ארגונים בינלאומיים,6
Paraf'yanovo,6
Tarn,6
Marrickville (N.S.W.),6
حلف، تل,6
Sabine River Watershed (Tex. and La.),6
Kerch Strait Region (Ukraine and Russia),6
Tabenken,6
Salisbury Region,6
Yellow Sea Coast (Korea),6
"Hondo River Region (Guatemala, Mexico, and Belize)",6
קנצ'יס,6
רמת לרזק,6
Westerburg,6
Cayenne,6
Gorakhpur,6
סרגורו,6
Maragheh,6
ארג'נטיי,6
Heracleopolite Nome,6
Gargzdai,6
Trapani,6
Birgi,6
ליאנגפינג שיאן,6
טרפאני,6
אנגלסי,6
Yongjing Xian,6
Kebnekaise,6
Machakos,6
Ivry,6
Tambovskai︠a︡ oblastʹ,6
Kaili,6
תל מור,6
Dolginovo (Minskaia oblast),6
Juazeiro do Norte,6
Astorga Region,6
אופשט,6
Mažeikiai,6
Czyzewo,6
Jüterbog,6
Steinplatte Mountain Region,6
Mars,6
Busoga Province,6
Nyírbátor,6
Wschowa,6
Antelope Hill (Yuma County),6
אתר ווילנדורף',6
רד הילס (פלורידה וג'ורג'יה),6
قره قوش,6
דורנגו,6
Santa Cruz La Laguna,6
טפילה,6
תלולית האסק,6
العراقيب,6
Mayenne,6
אדב (עיר קדומה),6
סאניקי,6
סנטה קרוז לה לגונה,6
Penobscot County,6
מחוז מרטין,6
Ma'oz Hayyim,6
סטריקום (לאציו : עיר קדומה),6
Long Mynd,6
Huasicancha,6
חצי האי אייר (אוסטרליה הדרומית),6
אזור נהר סנטי,6
San Gabriel Mountains,6
Santee River Region,6
סולט סיינט מרי,6
Tula de Allende,6
Atany,6
عمنوئيل,6
סולו ארכיפלג,6
San Nicolas Island,6
Washakie Indian Reservation,6
קויו,6
Chesterfield,6
Ērakleion,6
Upest,6
Peterborough Region,6
נורטהיים,6
אזור פטרבורו,6
אזור הר בלבדיר,6
Csorna (Győr-Sopron Megye),6
אלקנה,6
Shchuchyn,6
האספורט,6
בורשה,6
Kronach (Landkreis),6
מחוז סארי,6
Werl,6
Les Milles,6
פטאזה (מחוז),6
אזור ואן,6
Nez Percé Indian Reservation,6
Bear Island,6
מירצצושלג,6
Kroonstad,6
Area 51,6
פאיקולי,6
Lodi,6
Imphāl,6
בו האי,6
עדן (מחוז),6
אתר הקטור טרודל,6
Sperlonga,6
Enugu,6
غربية,6
Schleiden (Kreis),6
גרפטון (עיירה),6
מערת אוברנדר,6
Orgosolo,6
כפר ברוך,6
פליינס,6
Amatsya,6
Kerak Plateau,6
Swanscombe,6
אימפריית ויג'איאנגר,6
Trabzon Ili,6
Novosibirskai︠a︡ oblastʹ,6
Psychro Cave (Crete),6
Pasuruan,6
Burren,6
מחוז קלקמס,6
Vigo,6
Dingolfing,6
ג'ג'יאנג (פוג'יין שנג),6
Needham,6
Tiszazug Region,6
Bowen Island,6
Argenteuil,6
Rust,6
בעלעניעש,6
Volta River Watershed,6
Pyrenees-Atlantiques,6
אזור חצבה,6
Rutland-Brandon Region,6
Stephenville,6
לודהיאנה,6
שערי הברזל (רומניה וסרביה),6
אצ'ה (סולטנות),6
Jaipur (Princely State),6
Guayama Region,6
האמרסמית' (לונדון),6
Togian Islands,6
דינגולפינג,6
ביטוב,6
Maranello,6
אזור גוואיאמה,6
קאילי,6
"Colorado River Indian Tribes of the Colorado River Indian Reservation, Arizona and California",6
שבט בלקפיט של שמורת אינדיאנים בלקפיט (מונטנה),6
סנטה קולומה דה קראלט,6
sh 85149751,6
מישור מרוו,6
Almon,6
Hackensack River (N.Y. and N.J.),6
קליינבורג,6
Penang,6
Eastern Highlands Province,6
קרסנה,6
אזור מטרופולי לגוס,6
רייביץ לובלסקי,6
פורץ',6
סינגן,6
Stade (Lower Saxony),6
Kremenchuk (Poltavsʹka oblastʹ),6
אנג'לס,6
איסלי,6
Mādabā,6
Amargosa Desert (Nev. and Calif.),6
"Kentucky (Provisional government, 1861-1865)",6
Halifax County,6
Deià,6
Greenwood,6
Rima River Watershed,6
ברדה,6
Frielendorf,6
Pittsburg County,6
מדרסונו,6
Hawkins County,6
Jawa (Extinct city),6
פארק לאומי מערת ממות,6
אזור לוו-יאנג (מחוז חנאן),6
Mohács,6
אזור יאנגנאם,6
ארזאמאס,6
Rio Grande Region,6
Pench National Park,6
Lukow (Siedlce),6
Monzón,6
Welch,6
Winterswijk,6
Gesher HaZiv,6
Brazos River Watershed,6
Puławy (Powiat),6
שיזוקה,6
חצי האי אונגבה,6
ביקונספילד,6
Chauvet Cave,6
Nova Lima,6
Rafalivka (Manevyt︠s︡ʹkyĭ raĭon),6
רמת ווטרברג,6
Harper County,6
בונראט (אי),6
Ba'ja,6
מריקוויל (ניו סאות' ויילס),6
חוג'אלי,6
"קנטקי (ממשלה זמנית, 1861-1865)",6
Southwell (Nottinghamshire),6
Bundelkhand,6
Lomza Region,6
Thebes (Egypt : Extinct city),6
אזור סייסמי ניו מדריד,6
Seine-Maritime,6
אזור מטרופולי ניוקאסל על נהר טיין,6
Kdyně,6
Puebla Region,6
מחוז אוסבורן,6
Vinalopó River Valley,6
دهوك,6
Enger,6
מחוז שוויינקוטז'יסקיה,6
Tshijevo,6
אזור וושינגטון (די. סי.),6
וורטלו (מחוז),6
מחוז וואושרה,6
פיסטויה (מחוז),6
קושהאבן,6
Pontic Mountains,6
לוגרוניו,6
קיבי,6
Arkansas Territory,6
תל אל קרק,6
Olʹhopilʹ,6
עבד אלחסין טיבי,6
רקלינגהאוזן (גרמניה : מחוז),6
Ems River Valley (Germany and Netherlands),6
Halʹshany,6
White Mountains,6
פונגשטדט,6
Buzançais,6
Laurium,6
קונספסיון (מחוז),6
Women's Cave,6
Phanagoria (Extinct city),6
מחוז זקרפטסקה,6
טארן,6
Lenox,6
טאורירט,6
וויינהיים אן דר ברגשטרסה,6
איי סן חואן,6
Cosenza (Province),6
סלובודקה,6
סימור איילנד,6
Alta River Valley,6
דלתה נהר הגנגס (בנגלדש והודו),6
Quabbin Reservoir,6
יסודות,6
Gila County,6
פיטספילד,6
וינה דל מר,6
לובו,6
Mogadouro,6
לה בריג,6
Dayr Site,6
הרי הבלקן,6
Chʻungchʻŏng-namdo,6
Loko Kane'ohe Site,6
Gozo Island,6
Mobile-Tensaw Delta,6
הרי פינדוס,6
Great Malvern,6
Montebello Islands (W.A.),6
Ushomir,6
Hammelburg,6
Dominguez (Entre Rios),6
Darabani,6
Schweinfurt,6
Chili River Watershed,6
Karakorum (Extinct city),6
"Hualapai Indian Tribe of the Hualapai Indian Reservation, Arizona",6
פיונגן-בוקטו,6
אתר מבצר רומי ריצ'בורו,6
خناقين,6
Breda,6
Alderney,6
Morristown,6
גורניה (עיר קדומה),6
Oruro (Department),6
Calakmul Site,6
זאפר,6
Waushara County,6
אגם קנאי,6
מעוז חיים,6
מיי סוט,6
Zaragoza (Province),6
צורי,6
Katerynoslav,6
Murcia (Province),6
Tejupá,6
לה מיל,6
Mae Sot,6
Cimarron River,6
סלבורן,6
הר גריזים,6
Sirjīllā (Extinct city),6
פלוישט,6
Terra-Cotta Mountains,6
מלברן הגדול,6
צלה (מחוז),6
Laodicea ad Lycum (Extinct city),6
Badakhshān,6
ניו גלארוס,6
Angeles,6
Jihočeský kraj,6
אזור קטה,6
Newcastle upon Tyne Metropolitan Area,6
Weinheim an der Bergstrasse,6
פורט אלג'ין,6
אזור אחיהוד,6
אזור אנגל-סור-ל'אנגל,6
"Kalispel Indian Community of the Kalispel Reservation, Washington",6
Șabrah Wādī,6
Volchin,6
Chorzow,6
Arjoune Site,6
Cuxhaven,6
Naugatuck River Valley,6
Truro Region,6
בורלינגטון,6
Great Ormes Head,6
Bet Oren,6
סירמיונה,6
שמורת אינדיאנים וואשיאקי,6
פארק לאומי שינגו,6
Goworowo,6
Tamra Region,6
Ardabīl,6
טנגה,6
בארו אין פרנס,6
Elyakim,6
פנגוריה (עיר קדומה),6
אתר קטמית,6
سنجار,6
Ingelheim am Rhein,6
אלבה,6
Pohjois-Karjala,6
Euskirchen,6
קיסטנה,6
גאלווי (מחוז),6
Oberwesel,6
Hautes Fagnes (Belgium and Germany),6
מונסון,6
Sheridan,6
Sacramento-San Joaquin Estuary,6
Lassen Volcanic National Park,6
Elkana,6
Beshchady Mountains Region (Poland and Ukraine),6
Rumeith Site,6
חיזמא,6
Kurskaia oblast,6
מחוז ימטלנד,6
דמברובה ביאלוסטוקה,6
יוטרבוג,6
Shahr-i-Sokta Site,6
סטרטון,6
Cergy,6
מחוז הוקינס,6
בדאלונה,6
נוריסטן (אזור),6
Ordos Shi,6
מפרץ גואנטנמו,6
Scofield Reservoir,6
Ludhiana,6
Ramat Ir'on,6
Semur-en-Auxois,6
King's Lynn Region,6
הרי אורס,6
Preslav,6
Cherbourg Aboriginal Reserve (Qld.),6
Murray River Region (N.S.W-S.A.),6
حزما,6
Point Reyes National Seashore,6
Nujiang Lisuzu Zizhizhou,6
ויגו,6
Amka,6
לופושנה,6
מחוז הדסון,6
Urakawa-chō,6
Beyşehir,6
Motherwell,6
דולגינובו (מחוז מינסק),6
Avioth,6
מישור כרך,6
Zhangzhuang (Lucheng Xian),6
Kuujjuarapik,6
מז'יק,6
Linz am Rhein,6
אתר לוקו קניאוהה,6
Mecosta County,6
Lisht Site,6
ברזוב (מחוז זקרפטיה),6
הרבורג-וילהלמסבורג,6
Turda,6
Jiu River Valley,6
"ארנשטיין (בלאושטיין, חבל אלב-דונאו)",6
Elche,6
גריבוב,6
Pioneer Valley,6
چفعات حاييم,6
Bahía Blanca Estuary,6
אנדריה,6
Hudson River Estuary (N.Y. and N.J.),6
Colorado County,6
אמבה גואלית,6
וושובה,6
Locris,6
عوتسم,6
מחוז קאיו,6
תל מורייבת,6
לנוקס,6
חצי האי יורק (אוסטרליה הדרומית),6
Ramah,6
منطقة أحيهود,6
Surry County,6
"Umm al Marā, Tall",6
Karmi Region,6
"Azov, Sea of (Ukraine and Russia)",6
Caquetá,6
Yavne Yam,6
פאלטיצ'ני,6
Lubang Islands,6
"Mandab, Strait of",6
Glendale,6
Absalom Cave,6
Santa Clara,6
אזור מרי עליון,6
مشمار هنيغف,6
Royal Oak,6
סנטרם (פרה),6
טורוני (עיר קדומה),6
Magdalenska Gora Site,6
San Diego Region,6
Yatenga (Region),6
הולדרנס,6
בוורלי,6
Nora,6
Colonia Okinawa,6
Xocalı,6
Tierra de Campos Region,6
Mar del Plata,6
Paracel Islands,6
לוקריס,6
מחוז מערבי,6
אזור בריסטול,6
Peruvalanallur,6
סילנד,6
Briansk,6
גורקה,6
Castra Site,6
אסנסיון פאריש,6
אתר גרובגראבן,6
פרדלקינו,6
Piceance Creek Basin,6
Chisago County,6
נובה לימה,6
סאמבדה,6
אזור ליל,6
Willamette River,6
עופר,6
Languages,6
Kasteelberg (Hill),6
Peristerona River Watershed,6
ברה בנקי (מחוז),6
אזור מיצרי קרץ' (אוקראינה ורוסיה),6
אורדוס שי,6
She'ar Yashuv,6
Pangor River Watershed,6
Tak (Province),6
Marengo County,6
Anbar (Province),6
يفرن,6
"Fuji, Mount",6
אזור רוק ספרינגס,6
אולדרני,6
הקונה-מאצ'י,6
Kazimierza Wielka,6
Seymour Island,6
יונגג'ינג,6
Huari Site,6
Kirkwood-Cohansey Aquifer,6
Muknin,6
הארצות הדרומיות והאנטארקטיות של צרפת,6
Kaldenkirchen,6
גוס קריק,6
Judaydah,6
אוז'ארוב,6
רמת ניו ג'רזי,6
גן לאומי פנץ',6
אסיפאביצ'י,6
וודבורן,6
ואדי קובנייה,6
Culver City,6
וולדאק,6
Fraser Canyon,6
ساعر,6
וסטרבורג,6
Kosi River Watershed (Nepal and India),6
Sānchi Site,6
קפרריה,6
אגן נהר ווינד,6
דייה,6
Tohelet,6
Campanella Point,6
Leon Region,6
אזור תחנה ביולוגית טייגה,6
Chia-hsiang hsien,6
Nansa River Valley,6
Montelupo Fiorentino,6
Pinara (Extinct city),6
Black Mountain,6
"Tahoe, Lake, Watershed (Calif. and Nev.)",6
Republican River Valley (Neb. and Kan.),6
Kolyma River Valley,6
Selborne,6
סדאן (נסיכות),6
חורינכם,6
Esens,6
ז'ואזיירו דו נורטה,6
באד וימפפן,6
מערת רוקאדור,6
Feltre,6
Rabaul,6
יאגיילניצה,6
Tanga,6
Washington (D.C.) Region,6
Kamikatsu-chō,6
Lemhi Range,6
קרוס,6
Pitigliano,6
Lagos Metropolitan Area,6
Motol,6
יפראן,6
"Washington (State), Eastern",6
אינגלהיים אם ריין,6
"British Columbia, Northern",6
La Brigue,6
קובלנץ (מחוז),6
סוונסקום,6
عوفر,6
מחוז אמהרסט,6
עמק נהר נאוגטוק,6
Lipari Island,6
אתר באב א-דרה,6
מחוז גלין,6
La Graufesenque,6
Aichi-ken,6
פוטיניאנו,6
Rosh Ha'Ayin Region,6
قضاء بيت لحم,6
سهل أونو,6
עמק הסלעים,6
Rethymnon,6
Taihang Mountains,6
Magdalensberg,6
Offenbach,6
בוצ'ו,6
Amherst County,6
קנלה,6
צפון פריסלנד (אזור),6
לדבי,6
Paikuli,6
Delta County,6
"Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona",6
Tabor Valley,6
Confederated Tribes of the Grand Ronde Community of Oregon,6
Banaba,6
Koraput (District),6
וימינציום (עיר קדומה),6
אלוני,6
וואסיקאנצ'ה,6
מורסיה (מחוז),6
אזור מטרופולי דנוור,6
הרי סנטה ריטה,6
מערת איסטוריץ,6
אזור לומזה,6
Tel Harasim,6
טונו,6
Licenza,6
Martinsville,6
מונאגס (מדינה),6
אויזקירכן,6
קטרינוסלב,6
Borsa,6
دلتون,6
גרייט קרו,6
Mahili︠o︡ŭskai︠a︡ voblastsʹ,6
Ashland County,6
מוכנין,6
קיונגסנג-נמדו,6
Biłgorajski (Powiat),6
Pawnee Nation of Oklahoma,6
ברזוסטק (טרנוב),6
פרילנדורף,6
מות'רוול,6
Bab edh-Dhra Site,6
Northumberland County,6
מישור צפון מקטה,6
Correggio,6
אתר ערג'ון,6
Medreseönü,6
Melun,6
זמפלן (מחוז),6
Silwood Lake,6
מערת קוסקה,6
Amman (Province),6
Parque Natural de la Sierra de Grazalema,6
Gorkha,6
Green County,6
Marktzeuln,6
מחוז קורסק,6
Ladby,6
ז'אנג ז'ואנג (מחוז לוצ'נג),6
Amana,6
Svencionys,6
Peace River Watershed (B.C. and Alta.),6
הר עריף,6
עמאן (מחוז),6
Camurim,6
Wuhan Shi,6
Kleinburg,6
בעג'ה,6
Peshawar,6
Pawnee National Grassland,6
بلعين,6
Amba Gualit,6
Voronezh,6
אזור ג'נין,6
קאזימיאז'ה ויאלקה,6
Hallstatt,6
Nantucket,6
Normal,6
מראקאי,6
Grofit,6
Pittsburg,6
Puno (Region),6
קפילירה,6
טורעאן,6
Hamadān,6
El Lahun,6
ווהאן שי,6
אירקליו,6
Rock Springs Region,6
Shark Bay (W.A.),6
Tarum River,6
منطقة معغان ميخائيل,6
Oder River,6
סטוקטון און טיס,6
מגדולום (עיר קדומה),6
רוז'ינוי,6
Eureka District,6
Kulmbach (Landkreis),6
אזור הרי ביישצ'אדי (פולין ואוקראינה),6
Ayyelet HaShahar,6
Hendry County,6
Keta Region,6
נהר הפוטומק,6
סוקוטו,6
מחוז לוגן,6
רבאול,6
Vijayanagar (Empire),6
Graafschap,6
Rikers Island,6
Narragansett basin,6
Ga'ash,6
אורגוסולה,6
Fairfield County,6
Qermez Dere Site,6
בישקק,6
קלרש,6
קלבר סיטי,6
"Makah Indian Tribe of the Makah Indian Reservation, Washington",6
Ceṭṭināṭu,6
ניירבטור,6
Sedan (Principality),6
ואמושמיקולה,6
Galați (Județ),6
Salmon River Watershed,6
ליסנזה,6
מקרונזיה,6
Welsh Borders (England and Wales),6
Berezove (Zakarpatsʹka oblastʹ),6
Tʻušetʻi,6
ביהר ואוריסה,6
קור ד'אלן,6
איי מדריאן,6
פנצ'נג שיאן,6
מחוז מקוסטה,6
Viljampole,6
Geldern,6
Ogawa Gunraku Hogorin,6
Tunis Region,6
איתקי,6
Antelope Valley,6
Park Range (Colo. and Wyo.),6
Tel Nagila,6
Great Karoo,6
מחוז ווילקוקס,6
שמורת נבאחו (קולורדו וניו מקסיקו),6
מאר דל פלטה,6
אלס (אי),6
Paramakatoi Region,6
קאנאס (מחוז),6
Wintzenheim,6
פורט לודרדייל,6
בדגשטיין,6
Zayta,6
"Port Gamble Indian Community of the Port Gamble Reservation, Washington",6
Samothrace,6
פונטה ארנס,6
Pickens County,6
Tepotzotlán,6
Central Chernozem Region,6
מחסה אבן סיהונגהונג,6
טיחופה,6
אזור אינדו-אוסטרלי,6
תבאי (מצרים : עיר קדומה),6
Tarim Basin,6
Cook Creek Region,6
P'yŏngan-bukto,6
Flint River,6
Linn County,6
אפולוניה (עיר קדומה),6
Londolozi Game Reserve,6
אזור מטרופולי באר שבע,6
אזור יקוטק,6
Furka Pass,6
"אזור נהר הונדו (גואטמלה, מקסיקו, בליז)",6
San Francisco (District),6
Anning River Valley,6
Green River Formation,6
נאווהנד,6
נהר צ'ובוט,6
Rubʻ al-Khali,6
מחוז צ'רלסטון,6
אגן נרגנסט,6
Eastern Arc Mountains (Tanzania and Kenya),6
Vamosmikola,6
Charles River,6
Kufan Kanawa Site,6
חוף הים הצהוב (קוריאה),6
New Castle,6
Saraguro,6
מחוז טרבזון,6
Hartlepool,6
Lewis and Clark County,6
Nemirov,6
Rio Arriba County,6
Hampton,6
Fens,6
Solomon Sea,6
מאיין,6
Kfar Hayyim,6
Mackenzie River Delta (N.W.T. and Yukon),6
פאראפיאנוב,6
מוגאדורו,6
מונסגור,6
Mondovi,6
Jatt (Tsafon),6
אלפים הימיים (צרפת ואיטליה),6
Golden,6
Barrow-in-Furness,6
وادي ياعيل,6
Dubovo,6
Tianma-Qucun Site,6
Eyre Peninsula (S.A.),6
Oceano,6
Fort McMurray,6
Somogy Megye,6
וולטה עילית,6
אזור סולסברי,6
אזור פואבלה,6
מלינאו,6
Gilgal Site,6
Tepalcatepec River Valley,6
קוטי,6
יכיני,6
Singen,6
קוימבטור (מחוז),6
Brazzaville,6
"Clyde, Firth of",6
Mema Plain,6
Deux-Sevres,6
אוסטיאנו,6
